ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spend,Total_Purchases,Total_Campaigns_Accepted,Total_Children,Avg_Spend_Per_Purchase,Education_Encoded,Marital_Divorced,Marital_Married,Marital_Single,Marital_Together,Marital_Widow,Cluster
1411,1952,Graduation,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,62,231,940,16,0,0,58.75,2,True,False,False,False,False,2
8553,1965,Graduation,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,49,371,42,6,0,2,7.0,2,False,True,False,False,False,0
1826,1970,Graduation,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,44,13,1190,15,1,0,79.33333333333333,2,True,False,False,False,False,2
8842,1971,Graduation,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,43,551,44,8,0,2,5.5,2,False,False,False,False,True,0
11030,1976,Master,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,38,177,16,4,1,1,4.0,3,False,True,False,False,False,0
2579,1957,Graduation,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,57,194,835,26,0,1,32.11538461538461,2,False,True,False,False,False,1
175,1986,Graduation,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,28,535,1443,22,2,1,65.5909090909091,2,False,True,False,False,False,3
9185,1966,PhD,69759.0,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,48,244,1029,18,1,0,57.166666666666664,4,False,False,True,False,False,2
11056,1974,Graduation,72099.0,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,40,610,1188,18,0,0,66.0,2,False,True,False,False,False,2
9365,1976,PhD,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,38,554,1277,24,0,1,53.208333333333336,4,False,False,True,False,False,1
6201,1978,Graduation,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,36,212,49,7,0,2,7.0,2,False,False,True,False,False,0
2061,1955,Graduation,50737.0,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,59,414,99,7,1,1,14.142857142857142,2,False,True,False,False,False,0
6184,1969,PhD,68462.0,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,45,564,1670,15,0,0,111.33333333333333,4,False,True,False,False,False,2
6142,1943,Master,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,71,313,900,14,0,0,64.28571428571429,3,False,True,False,False,False,2
4107,1948,PhD,46681.0,0,2,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,66,264,425,16,0,2,26.5625,4,False,False,False,True,False,1
7274,1957,Graduation,78618.0,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,57,639,2153,22,1,0,97.86363636363636,2,False,True,False,False,False,2
9336,1969,PhD,62187.0,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,45,99,636,21,0,1,30.285714285714285,4,False,False,False,False,True,1
2958,1978,Graduation,28442.0,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,36,125,57,10,0,2,5.7,2,False,True,False,False,False,0
933,1978,PhD,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,36,583,25,4,0,1,6.25,4,False,True,False,False,False,0
5837,1967,Graduation,51479.0,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,47,548,494,22,0,2,22.454545454545453,2,False,True,False,False,False,1
10704,1969,Graduation,54803.0,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,45,677,693,19,0,1,36.473684210526315,2,False,False,True,False,False,1
5125,1960,Graduation,79530.0,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,54,408,1348,26,0,0,51.84615384615385,2,False,True,False,False,False,2
4432,1976,Graduation,31615.0,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,38,470,51,7,0,1,7.285714285714286,2,True,False,False,False,False,0
5955,1962,Graduation,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,52,589,1932,16,0,0,120.75,2,False,False,False,True,False,2
2928,1975,PhD,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,39,575,990,16,0,1,61.875,4,False,False,True,False,False,1
5680,1984,2n Cycle,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,30,68,30,5,0,1,6.0,1,False,True,False,False,False,0
10313,1975,Graduation,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,39,609,254,16,0,2,15.875,2,False,True,False,False,False,1
2557,1970,Master,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,44,304,29,5,1,1,5.8,3,False,False,True,False,False,0
1245,1966,Graduation,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,48,595,1371,23,1,1,59.608695652173914,2,False,False,True,False,False,1
1519,1972,PhD,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,42,372,73,9,1,2,8.11111111111111,4,False,False,True,False,False,0
10703,1975,Master,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,39,680,120,11,0,2,10.909090909090908,3,False,False,True,False,False,0
1726,1970,Graduation,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,44,468,81,5,2,0,16.2,2,False,False,True,False,False,0
4459,1989,Graduation,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,25,546,37,5,0,1,7.4,2,False,False,True,False,False,0
1729,1961,PhD,66426.0,0,1,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,53,270,1377,20,0,1,68.85,4,False,False,False,True,False,1
1517,1969,Graduation,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,45,380,51,5,0,1,10.2,2,False,False,True,False,False,0
2098,1969,PhD,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,45,537,17,4,0,2,4.25,4,False,True,False,False,False,0
9543,1985,Graduation,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,29,227,22,4,0,1,5.5,2,False,True,False,False,False,0
6878,1954,Graduation,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,60,564,324,14,0,0,23.142857142857142,2,False,False,False,False,True,0
3310,1973,2n Cycle,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,41,676,211,16,0,3,13.1875,1,False,True,False,False,False,0
2724,1981,Master,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,33,91,19,4,0,1,4.75,3,False,False,True,False,False,0
948,1971,Graduation,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,43,410,41,8,0,1,5.125,2,False,False,True,False,False,0
6720,1968,Master,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,46,256,492,17,2,1,28.941176470588236,3,False,False,False,True,False,1
6202,1960,Graduation,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,54,632,1005,26,0,1,38.65384615384615,2,False,False,False,True,False,1
2066,1949,Graduation,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,65,668,114,7,0,1,16.285714285714285,2,False,False,False,True,False,0
9799,1968,PhD,83664.0,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,46,417,1173,19,0,2,61.73684210526316,4,True,False,False,False,False,1
8318,1979,Graduation,90300.0,0,0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,35,177,1738,19,1,0,91.47368421052632,2,False,False,False,True,False,2
5642,1979,Master,62499.0,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,35,202,222,12,0,1,18.5,3,False,False,False,True,False,0
2669,1993,Graduation,74293.0,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,21,56,1127,16,0,0,70.4375,2,False,False,True,False,False,2
455,1946,PhD,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,68,437,209,10,0,0,20.9,4,False,True,False,False,False,0
7683,1968,Master,70777.0,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,46,124,787,23,0,1,34.21739130434783,3,False,True,False,False,False,1
3428,1991,PhD,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,266,1598,24,0,0,66.58333333333333,4,False,False,False,True,False,2
7414,1971,Graduation,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,43,652,186,12,0,2,15.5,2,False,True,False,False,False,0
6354,1984,Graduation,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,30,667,47,6,1,1,7.833333333333333,2,False,False,False,True,False,0
798,1987,Graduation,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,27,552,27,5,0,1,5.4,2,False,False,True,False,False,0
8213,1980,2n Cycle,14515.0,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,34,597,96,11,1,1,8.727272727272727,1,False,False,False,True,False,0
2488,1956,2n Cycle,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,58,463,64,10,0,2,6.4,1,True,False,False,False,False,0
9999,1965,Graduation,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,49,640,1040,23,0,0,45.21739130434783,2,False,False,False,True,False,2
7617,1974,Graduation,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,40,318,163,13,0,2,12.538461538461538,2,False,False,True,False,False,0
615,1960,Graduation,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,54,475,343,11,0,0,31.181818181818183,2,False,False,False,True,False,0
2552,1955,PhD,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,59,250,446,24,2,3,18.583333333333332,4,False,False,True,False,False,1
194,1965,Graduation,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,49,20,41,5,0,2,8.2,2,False,True,False,False,False,0
3645,1972,PhD,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,42,668,70,9,1,1,7.777777777777778,4,False,False,True,False,False,0
8890,1971,PhD,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,43,30,272,14,0,2,19.428571428571427,4,True,False,False,False,False,0
5049,1974,PhD,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,40,388,46,6,0,1,7.666666666666667,4,False,False,False,True,False,0
9973,1963,Graduation,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,51,620,490,19,0,2,25.789473684210527,2,False,True,False,False,False,1
7301,1982,2n Cycle,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,32,589,79,8,1,1,9.875,1,False,False,True,False,False,0
10882,1976,Graduation,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,38,597,915,17,0,1,53.8235294117647,2,False,True,False,False,False,1
7030,1955,PhD,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,59,456,1485,35,1,1,42.42857142857143,4,False,True,False,False,False,1
7422,1987,Graduation,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,27,676,369,16,0,1,23.0625,2,False,False,True,False,False,0
3523,1962,Graduation,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,52,522,1073,19,0,1,56.473684210526315,2,False,False,False,True,False,1
7106,1943,PhD,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,71,90,1242,19,0,0,65.36842105263158,4,False,True,False,False,False,2
6504,1975,2n Cycle,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,39,221,78,9,1,1,8.666666666666666,1,False,False,False,True,False,0
5067,1994,Graduation,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,20,135,1378,21,4,0,65.61904761904762,2,False,False,False,True,False,3
4216,1981,Graduation,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,33,492,1474,26,3,0,56.69230769230769,2,False,False,True,False,False,3
8581,1971,Master,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,43,481,751,29,0,2,25.896551724137932,3,False,True,False,False,False,1
5929,1973,PhD,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,41,54,48,7,0,1,6.857142857142857,4,False,True,False,False,False,0
3129,1983,Graduation,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,31,38,45,6,0,1,7.5,2,False,True,False,False,False,0
6528,1982,Master,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,32,24,10,4,0,1,2.5,3,False,False,False,True,False,0
1361,1974,Master,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,40,390,1435,16,3,0,89.6875,3,False,True,False,False,False,3
6932,1941,PhD,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,73,442,2119,22,1,0,96.31818181818181,4,False,True,False,False,False,2
7284,1953,Graduation,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,61,207,20,4,0,3,5.0,2,False,True,False,False,False,0
1340,1986,Graduation,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,28,66,1795,27,3,0,66.48148148148148,2,False,True,False,False,False,3
8746,1989,Graduation,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,25,85,1188,19,2,1,62.526315789473685,2,False,True,False,False,False,3
5987,1989,2n Cycle,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,25,56,43,7,0,1,6.142857142857143,1,False,False,False,True,False,0
3767,1968,Graduation,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,46,430,1008,24,0,1,42.0,2,False,True,False,False,False,2
3725,1961,PhD,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,53,416,1688,16,5,0,105.5,4,False,False,True,False,False,3
4324,1989,Graduation,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,25,608,684,21,0,1,32.57142857142857,2,False,True,False,False,False,1
238,1967,2n Cycle,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,47,522,1082,39,0,2,27.743589743589745,1,False,False,False,True,False,1
6694,1964,Graduation,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,50,216,1068,25,0,1,42.72,2,False,True,False,False,False,2
498,1970,Graduation,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,44,147,57,7,0,1,8.142857142857142,2,False,False,True,False,False,0
9347,1956,Master,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,58,373,46,5,0,1,9.2,3,False,False,False,True,False,0
9699,1966,Graduation,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,48,190,733,23,0,1,31.869565217391305,2,True,False,False,False,False,1
10664,1949,Master,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,65,295,467,17,0,1,27.470588235294116,3,False,False,False,False,True,1
5455,1971,PhD,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,43,311,122,10,0,1,12.2,4,False,True,False,False,False,0
456,1986,2n Cycle,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,28,507,36,7,0,1,5.142857142857143,1,False,True,False,False,False,0
5012,1989,Graduation,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,360,34,5,0,1,6.8,2,False,True,False,False,False,0
7495,1948,PhD,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,66,191,156,10,0,1,15.6,4,False,True,False,False,False,0
5029,1946,Graduation,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,68,327,14,4,0,0,3.5,2,False,True,False,False,False,0
10642,1989,Graduation,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,25,546,37,5,0,1,7.4,2,False,False,True,False,False,0
2106,1974,2n Cycle,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,104,34,5,0,0,6.8,1,False,True,False,False,False,0
10364,1959,Graduation,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,55,351,20,4,0,0,5.0,2,True,False,False,False,False,0
5954,1972,Master,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,42,263,192,11,0,1,17.454545454545453,3,True,False,False,False,False,0
1137,1964,Graduation,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,50,182,1379,17,2,0,81.11764705882354,2,False,False,True,False,False,2
2541,1976,Graduation,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,38,385,48,7,0,1,6.857142857142857,2,False,True,False,False,False,0
1142,1953,PhD,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,61,189,428,16,0,1,26.75,4,False,True,False,False,False,1
2276,1955,Graduation,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,59,423,868,27,0,1,32.148148148148145,2,False,False,True,False,False,1
2807,1969,Graduation,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,45,498,1001,27,0,1,37.074074074074076,2,False,True,False,False,False,1
6471,1971,Master,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,43,255,59,7,0,1,8.428571428571429,3,False,False,True,False,False,0
6131,1980,2n Cycle,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,34,210,431,16,0,2,26.9375,1,False,True,False,False,False,1
6233,1976,Graduation,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,38,660,971,27,0,1,35.96296296296296,2,False,True,False,False,False,1
4148,1972,Graduation,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,42,678,348,19,0,3,18.31578947368421,2,False,True,False,False,False,1
4947,1966,2n Cycle,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,48,652,2059,24,3,0,85.79166666666667,1,False,False,True,False,False,3
3225,1984,Master,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,30,454,265,14,2,1,18.928571428571427,3,False,True,False,False,False,0
7540,1952,Graduation,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,62,35,270,13,0,1,20.76923076923077,2,False,True,False,False,False,0
10648,1982,2n Cycle,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,32,642,1289,19,0,0,67.84210526315789,1,False,False,False,True,False,2
1992,1964,Graduation,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,50,179,893,16,2,1,55.8125,2,False,True,False,False,False,1
7851,1949,Graduation,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,65,280,926,22,0,0,42.09090909090909,2,False,False,False,False,True,2
8594,1958,PhD,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,56,152,135,9,0,1,15.0,4,False,False,False,False,True,0
7059,1963,Graduation,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,51,3,1495,19,1,0,78.6842105263158,2,False,True,False,False,False,2
2815,1975,Graduation,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,39,125,120,9,0,1,13.333333333333334,2,False,True,False,False,False,0
2416,1969,PhD,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,45,118,1288,20,0,0,64.4,4,False,False,True,False,False,2
7999,1955,PhD,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,59,432,1743,17,3,0,102.52941176470588,4,False,False,False,True,False,3
9213,1970,Graduation,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,44,606,15,4,0,1,3.75,2,False,False,False,False,True,0
9697,1951,Graduation,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,63,115,542,20,0,2,27.1,2,False,True,False,False,False,1
3916,1971,PhD,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,43,683,890,25,0,1,35.6,4,False,False,False,True,False,1
2021,1975,Graduation,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,39,459,1388,33,0,1,42.06060606060606,2,False,True,False,False,False,2
1581,1980,Graduation,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,34,262,17,4,1,1,4.25,2,False,True,False,False,False,0
564,1981,PhD,56937.0,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,33,694,906,30,2,1,30.2,4,False,False,False,True,False,1
6619,1978,Graduation,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,36,543,44,6,0,2,7.333333333333333,2,False,True,False,False,False,0
9081,1988,Graduation,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,26,42,25,5,0,1,5.0,2,False,False,True,False,False,0
178,1956,Graduation,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,58,496,973,26,0,1,37.42307692307692,2,False,True,False,False,False,1
916,1972,PhD,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,42,51,31,6,0,2,5.166666666666667,4,False,False,True,False,False,0
5512,1977,Master,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,37,37,518,17,0,1,30.470588235294116,3,False,True,False,False,False,1
8970,1972,PhD,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,42,614,530,19,0,1,27.894736842105264,4,False,True,False,False,False,1
10581,1977,Graduation,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,37,606,506,21,0,1,24.095238095238095,2,False,True,False,False,False,1
5300,1973,Master,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,41,181,70,6,0,1,11.666666666666666,3,False,True,False,False,False,0
5154,1972,Master,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,42,322,54,6,0,1,9.0,3,True,False,False,False,False,0
8346,1974,Graduation,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,40,679,296,12,2,1,24.666666666666668,2,False,False,True,False,False,0
1676,1975,Graduation,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,39,242,266,15,0,1,17.733333333333334,2,False,True,False,False,False,0
9286,1960,Master,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,54,627,747,19,0,0,39.31578947368421,3,False,False,False,True,False,2
